epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.22418135404586792,2.1669397354125977,0.001,0.42182889580726624,1.7232469320297241
1,0.32241812348365784,1.7240766286849976,0.001,0.4336283206939697,1.6117497682571411
2,0.372795969247818,1.6453497409820557,0.001,0.4277286231517792,1.551016926765442
3,0.4130982458591461,1.5348681211471558,0.001,0.47492626309394836,1.4753665924072266
4,0.4433249235153198,1.474556803703308,0.001,0.4837758243083954,1.4115571975708008
5,0.4622166156768799,1.4360966682434082,0.001,0.5427728891372681,1.3054076433181763
6,0.496221661567688,1.359007716178894,0.001,0.5191740393638611,1.2749276161193848
7,0.4748110771179199,1.3483928442001343,0.001,0.5309734344482422,1.2483876943588257
8,0.48110830783843994,1.3177872896194458,0.001,0.5368731617927551,1.2423832416534424
9,0.48614609241485596,1.2985719442367554,0.001,0.5457227230072021,1.2062116861343384
10,0.494962215423584,1.317347764968872,0.001,0.5516223907470703,1.2132134437561035
11,0.511335015296936,1.262702226638794,0.001,0.5575221180915833,1.2065718173980713
12,0.511335015296936,1.2463977336883545,0.001,0.5457227230072021,1.202763557434082
13,0.5277078151702881,1.2197248935699463,0.001,0.5693215131759644,1.1451454162597656
14,0.516372799873352,1.2499186992645264,0.001,0.5899705290794373,1.1212158203125
15,0.5251889228820801,1.197904348373413,0.001,0.5870206356048584,1.068786382675171
16,0.5465995073318481,1.1873656511306763,0.001,0.5781710743904114,1.092771053314209
17,0.5314861536026001,1.1681843996047974,0.001,0.6135693192481995,1.0552939176559448
18,0.5428211688995361,1.1692289113998413,0.001,0.6224188804626465,1.0843560695648193
19,0.5793451070785522,1.1260625123977661,0.001,0.6342182755470276,1.0115766525268555
20,0.5579345226287842,1.131343126296997,0.001,0.6106194853782654,1.05801260471344
21,0.5793451070785522,1.1192442178726196,0.001,0.6283186078071594,1.0065137147903442
22,0.5516372919082642,1.1733423471450806,0.001,0.6194690465927124,1.0551867485046387
23,0.5617128610610962,1.1154295206069946,0.001,0.6165191531181335,1.006679654121399
24,0.5743073225021362,1.1027328968048096,0.001,0.6194690465927124,0.968187153339386
25,0.5994962453842163,1.105054497718811,0.001,0.5870206356048584,1.0600050687789917
26,0.5743073225021362,1.0806158781051636,0.001,0.6194690465927124,0.9667438268661499
27,0.5743073225021362,1.0862258672714233,0.001,0.6548672318458557,0.9850239753723145
28,0.5994962453842163,1.0572211742401123,0.001,0.6165191531181335,0.994370698928833
29,0.5717884302139282,1.0975935459136963,0.001,0.6666666865348816,0.9773358702659607
30,0.5768262147903442,1.1053308248519897,0.001,0.6371681690216064,0.9478112459182739
31,0.6057934761047363,1.0394337177276611,0.001,0.6519173979759216,0.9614864587783813
32,0.5957179069519043,1.0597288608551025,0.001,0.6578171253204346,0.9273445010185242
33,0.6020151376724243,1.0502556562423706,0.001,0.6637167930603027,0.9396228194236755
34,0.5994962453842163,1.058100700378418,0.001,0.6460176706314087,0.9621026515960693
35,0.6007556915283203,1.0423184633255005,0.001,0.6696165204048157,0.9285258650779724
36,0.6120907068252563,1.050979495048523,0.001,0.6430678367614746,0.9340815544128418
37,0.6007556915283203,1.0254708528518677,0.001,0.6519173979759216,0.9289458990097046
38,0.6209068298339844,0.9959015250205994,0.001,0.6430678367614746,1.0078552961349487
39,0.6234257221221924,1.0247029066085815,0.001,0.6401180028915405,0.9021938443183899
40,0.6158690452575684,0.990013599395752,0.001,0.6489675641059875,0.9143346548080444
41,0.6057934761047363,0.961440920829773,0.001,0.6460176706314087,0.8804688453674316
42,0.6460956931114197,0.915941596031189,0.001,0.6548672318458557,0.8555072546005249
43,0.6120907068252563,0.9937338829040527,0.001,0.6430678367614746,0.9366425275802612
44,0.6083123683929443,0.9700170755386353,0.001,0.6578171253204346,0.8723211884498596
45,0.6045340299606323,1.0069066286087036,0.001,0.6430678367614746,0.9498236775398254
46,0.6070529222488403,1.0088293552398682,0.001,0.6224188804626465,0.987046480178833
47,0.6146095991134644,1.0184625387191772,0.001,0.7138643264770508,0.8343271613121033
48,0.6221662759780884,0.9875965118408203,0.001,0.6696165204048157,0.8666831851005554
49,0.6221662759780884,0.9710782766342163,0.001,0.6873156428337097,0.874803364276886
50,0.6108312606811523,0.9756723642349243,0.001,0.6696165204048157,0.8267032504081726
51,0.6309823393821716,0.9447186589241028,0.001,0.7138643264770508,0.8009613752365112
52,0.6032745838165283,1.0110106468200684,0.001,0.6489675641059875,0.8950274586677551
53,0.6045340299606323,0.9908168911933899,0.001,0.6991150379180908,0.8471739888191223
54,0.6196473836898804,0.9340317845344543,0.001,0.6932153105735779,0.8161017298698425
55,0.6209068298339844,0.9474606513977051,0.001,0.7138643264770508,0.7890580892562866
56,0.6586901545524597,0.9036769866943359,0.001,0.6932153105735779,0.7977794408798218
57,0.6360201239585876,0.9646977782249451,0.001,0.6961652040481567,0.8188678026199341
58,0.6083123683929443,0.9740077257156372,0.001,0.7138643264770508,0.8238934278488159
59,0.6410579085350037,0.948108971118927,0.001,0.7020648717880249,0.8060851097106934
